Date,Location,Operator,Route,Type,Aboard,Fatalities,Ground
11/23/1976,"Eastville, Kisangani, Congo",PacifiWestern Airlines,,L-100-20,6,6,0
11/28/1976,"Moscow, Russia",Aeroflot,Moscow - Leningrad,Tupolev TU-104B,72,72,0
11/29/1976,"Grand Canyon, Arizona",Grand Canyon Air - Air Taxi,"Grand Canyon, AZ - Denver, CO",Piper PA-32-300,2,2,0
12-12-1976,"Cape May, New Jersey",AtlantiCity Airlines,AtlantiCity - Cap May,de Havilland Canada DHC-6 Twin Otter 300,10,3,0
12/17/1976,"Kiev, USSR",Aeroflot,,Antonov AN-24RV,55,48,0
12/25/1976,"Near Bangkok, Thailand",EgyptAir,Cairo - Bangkok,Boeing B-707-366C,53,53,19
12/28/1976,Wisconson,Valley Air Service - Air Taxi,"Anguilla Island, WI - Beef Island, WI",Piper PA-23-250,6,6,0
12/31/1976,"Near Trujillo, Peru",Faucett,Trujillo - Tarapoto,Douglas C-54A-1-DO,19,19,0
01-06-1977,"Near Palm Springs, California",Jet Avia Charter,Palm Springs - Las Vegas,Gates Learjet 24B,4,4,0
01/13/1977,"Near Alma Ata,  Kazakastan, USSR",Aeroflot,Novosibirsk - Alma Ata,Tupolev TU-104A,96,96,0
01/13/1977,"Anchorage, Alaska",Japan Air Lines,"Mosses Lake, WA - Tokyo, Japan",Douglas DC-8,5,5,0
01/14/1977,"Terrace, BC, Canada",Northern Thunderbird Air Ltd.,Prince George - Prince Rupert,de Havilland Canada DHC-6 Twin Otter 300,12,12,0
01/15/1977,"Kalvesta, Sweden",Skyline Sweden,Malmo - Bromma,Vickers Viscount 838,22,22,0
01/20/1977,,North Canada Air,,Bristol 170 Freighter 31M,2,1,0
01/27/1977,"San Ramon, Bolivia",Transportes Aéreos Itenez,,Fairchild C-82,6,6,0
02-11-1977,"Bratislava, Slovakia",Ceskoslovenské Aerolinie,,Avia 14T,5,5,0
02/15/1977,"Mineralnye Vody, Russia",Aeroflot,Tashkent - Mineralnyye Vody,Ilyushin IL-18V,77,77,0
02/28/1977,"Near Saglouc, Canada",Survair,,Douglas DC-3,10,4,0
03-01-1977,"Off Aden, Yemen",Alyemda,Aden - Al Kari,Douglas DC-3,21,20,0
03-03-1977,"Near Cascina, Italy",Military - Italian Air Force,Training,Lockheed C-130H,44,44,0
03-04-1977,"Niamey, Niger",Overseas National Airways,"Paris, France - Niamey, Nigher",McDonnell Douglas DC-8-63CF,4,2,0
07-06-1977,"Saint Louis, Missouri",Fleming International Airways,"Saint Louis, MO - Detroit, MI",Lockheed L-188AF Electra,3,3,0
03-04-1977,"Tezzeron Lake, British Columbia, Canada",Private,Prince George - Tezzeron Lake,Pipper PA-23-250 Aztec,5,5,0
03/27/1977,"Tenerife, Canary Islands",Pan American World Airways / KLM,Tenerife - Las Palmas / Tenerife - Las Palmas,Boeing B-747-121 / Boeing B-747-206B,644,583,0
03/29/1977,"Bainaha Valley, Indonesia",Merpati Nusantara Airlines,Palu - Toli Toli,de Havilland Canada DHC-6 Twin Otter 300,23,15,0
03/30/1977,"Near Zhadanof, Russia",Aeroflot,,Yakovlev YAK-40,27,8,0
04-04-1977,"New Hope, Georgia",Southern Airways,Huntsville - Atlanta,McDonnell Douglas DC-9-31,85,62,8
04-10-1977,"SW of Bogota, Colombia",Taxi Aereo el Venado,Villavicencio - Bogota,Douglas DC-3-3A,35,35,0
04/19/1977,"Tapa AFB, Estonia",Military - Soviet Air Force,Parnu - Tapa,Antonov An-24,21,21,0
04/27/1977,"Guatemala City, Guatemala",Aviateca,,Convair CV-440,28,28,0
05-10-1977,"Near Jericho, Jordan",Military - Israel Air Force,,Sikorsky CH-53D (helicopter),54,54,0
05/13/1977,"Beiruit, Lebanon",LOT Polish Airlines,"Varna, Bulgaria  - Beiruit, Lebanon",Antonov An-12BP,9,9,0
05/14/1977,"Near Lusaka, Zambia",IAS Cargo,"Nairobi, Kenya  - Luskaka, Zambia",Boeing 707-321C,6,6,0
05/16/1977,"New York, New York",New  York Helicopter,Pan Am building - JFK Airport,Sikorsky S61L,25,4,1
05/27/1977,"Havana, Cuba",Aeroflot,,Ilyushin IL-62M,70,68,1
05/31/1977,"Houma, Louisiana",Intracostals - Air Taxi,"Houma, LA - Return",Cessna 185,3,3,0
06-03-1977,"Natal, Brazil",Military - Brazilian Air Force,,Embraer C-95 Bandeirante,18,18,0
06/20/1977,"Salto-Nueva Hesperides, Uruguay",Fuerza Aérea Uruguaya,Carrasco - Salto-Nueva Hesperides,Embraer 110C Bandeirante,15,5,0
06/21/1977,Off Wake Island,Military - U.S. Navy,,Lockheed EC-130Q,16,16,0
07-08-1977,"Off Kirovograd, Ukraine",Aeroflot,,Antonov AN-24,7,6,0
07/14/1977,"Near Cuangar, Angola",Military - Angolan Air Force,,Antonov AN-26,30,30,0
07/20/1977,"Jima, Ethiopia",Ethiopian Airlines,Tippi - Jima,Douglas DC-3,5,5,0
07/21/1977,"Ruby, Alaska",Harold's Air Service,Ruby - Colorado Creek,Britten-Norman BN-2A-6 Islander,4,1,0
07/24/1977,"Near Puerto Montt, Chile",Military - Chilean Air Force,Punta Arenas - Santiago,Douglas DC-6B,82,38,0
07/25/1977,"Near Yoro, Honduras",Military - Honduran Air Force,Yoro - Honduran,Douglas C-47,40,25,0
07/25/1977,"Bernard Creek, Idaho",Gaige Aviation - Air Taxi,"Boise, ID - Flying B Ranch, ID",Piper PA-32R,5,5,0
08-01-1977,"Encino, California",Private KNBC Los Angeles,Burbank - Santa Barbara,Bell 206B JetRanger,2,2,0
08-07-1977,"Near El Bolson, Argentina",LADE,El Bolson - Rivadavia,de Havilland Canada DHC-6 Twin Otter 200,6,6,0
08-11-1977,"Engle, New Mexico",Southwest Aviation - Air Taxi,"Albuquerque, NM - Las Cruces, NM",Cessna U206,4,4,0
08-12-1977,"Parkersburg, West Virginia",Rambar Aviation - Air Taxi,"Buffalo, NY - Parkersburg, WV",Beechcraft 58,4,4,0
08/20/1977,"San Jose, Costa Rica",Monarch Aviation,,Convair CV-880,3,3,0
08/20/1977,"Deadhorse, Alaska",Kenai Air Service - Air Taxi,"Deadhorse, AK - Eskimo Island, AK",Bell 206B,3,3,0
08/25/1977,"Kona, Hawaii",Island Airways,Honolulu - Kona,Shorts SC-7 Skyvan 3-200,2,2,0
09-02-1977,Off Hong Kong,Transmeridian Air Cargo,,Canadair CL-44D4-2,4,4,0
09-02-1977,"Minto Lake, Alaska",Wright Air Service - Air Taxi,"Minto Lake, AK - Fairbanks, AK",Helo 295,3,3,0
09-04-1977,"Near Cuenca, Ecuador",Servicios Aereos Nacionales Airways,Guayaquil - Cuenca,Vickers Viscount 764D,33,33,0
09-06-1977,"Mt. Iliamna, Alaska",Alaska Aeronautical Industries,Iliamna - Anchorage,de Havilland Canada DHC-6 Twin Otter 200,13,13,0
09-08-1977,"Mt. Loi Hsam Hsao, Burma",Burma Airways,Mongasat - Keng Tung,de Havilland Canada DHC-6 Twin Otter 300,19,19,0
09-12-1977,"Yakutat, Alaska",Safe Air Cargo,Yakutat - Anchorage,Douglas DC-7BF,4,4,0
09/14/1977,"Near Albuquerque, New Mexico",Military - U.S. Air Force,Kirkland AFB - Nellis AFB,Boeing - EC-135K,20,20,0
09/22/1977,"Bucharest, Romania",Malev Hungarian Airlines,Istanbul - Bucharest,Tupolev TU-134,53,29,0
09/23/1977,"Salida, Colorado",Salida Flying Service - Air Taxi,"Salida, CO - Cortez, CO",Cessna U206,6,6,0
09/27/1977,"Kuala Lumpur,  Malaysia",Japan Air Lines,Hong Kong - Kuala Lumpur,McDonnell Douglas DC-8-62H,79,34,0
10-01-1977,"Stevens Pass, Pennsylvania",Kenmore Air  - Air Taxi,"Kenmore, WA - Lake Hatheume, Canada",de Havilland DHC-2,7,7,0
10-10-1977,"Grand Chenier, Louisiana",Air Logistics,"New Iberia, LA - Grand Chenier, LA",Bell 206B,2,2,0
10/20/1977,"Near Gillsburg, Mississippi",L & J Company,Greenville - Baton Rouge,Convair CV-300,26,6,0
10/21/1977,"Mindoro, Philippines",Military - U.S. Marine Corps,,Sikorksky CH-53 (helicopter),37,24,0
11-03-1977,"Belgrade, Yugoslavia",El Al,,Boeing B-747,,1,0
11-03-1977,"San Cristobal de las Casas, Mexico",Servicios Aereos Martinez Leon,Palenque - San Cristobal de las Casas,Britten-Norman BN-2A-8 Trislander,13,13,0
11/19/1977,"Near Funchal, Island of Madeira, Portugal",TAP (Air Portugal),Brussels - Funchal,Boeing B-727-282,164,131,0
11/19/1977,"Rome, Italy",Ethiopian Airlines,"Rome, Italy - Asmara, Ethiopia",Boeing 707-360C,5,5,0
11/21/1977,"Near Point Hope, Alaska",Munz Northern Airlines,,Britten-Norman BN-2A-8 Islander,2,2,0
11/21/1977,"Near Bariloche, Argentina",Austral Lineas Aeras (Argentina),Buenos  Aires - San Carlos de Bariloche,BAC One-Eleven 420EL,79,46,0
11/26/1977,"Near Beziers, France",Military - French Air Force,,Nord 2501 Noratlas,34,34,0
11/29/1977,"Pinehurst, North Carolina",Resort Air Service - Air Taxi,"Charlotte, NC - Pinehurst, NC",Beechcraft 58,2,2,0
12-02-1977,"Near Al Bayda, Lebanon",Balkan Bulgarian Airlines,Jeddah - Benghazi,Tupolev TU-154B,165,59,0
12-04-1977,"Straits of Johore, near Kampung Ladang, Malaysia",Malaysia Airlines,Penang - Kuala Lumpur,Boeing B-737-2H6,100,100,0
12-08-1977,"Intracostal City, Louisiana",Petroleum Helicopter,,SNIAS SA330J,19,17,0
12-09-1977,"Tarko-Saley, USSR",Aeroflot,,Antonov AN-24,23,17,0
12-11-1977,"Hierro, Canary Islands",Military - U.S. Navy,,Lockheed P-3B Orion,13,13,0
12/13/1977,"Evansville, Indiana","National Jet Services Inc.,  (Air Indiana)",Evansville - Nashville,Douglas DC-3,29,29,0
12/14/1977,"Davenport, Indiana",Straley Flying Service - Air Taxi,"Davenport, IA - Davenport, IA",Piper PA-34,2,2,0
12/18/1977,"Off Madeira, Portugal",SATA,Geneva - Funchal,Aerospatiale Caravelle 10R,57,36,0
12/18/1977,"Near Salt Lake City, Utah",United Air Lines,"San Francisco, CA - Salt Lake City, Utah",Douglas DC-8-54F,3,3,0
12/19/1977,"Vieques, Puerto Rico",Vieques Air Link,"St Croix, VI - Vieques, PR",Britten-Norman BN-2A Islander,10,5,0
12/21/1977,"Nanisivik, Canada",Kenn Borek Air,,de Havilland Canada DHC-6 Twin Otter 300,8,8,0
12/22/1977,"Giddings, Texas",Aviation Charter - Air Taxi,"Houston, TX - Austin, TX",Piper PA-28R,2,2,0
12/24/1977,"Willemstad, Curacao, Netherlands Antilles",Valley Air Service,,Piper PA-31-350 Navajo,10,10,0
12/29/1977,"Cuenca, Ecuador",Servicios Aereos Nacionales,Guayaquil - Cuenca,Vickers Viscount 764 D,24,24,0
01-01-1978,"Off Bandra, Maharashtra, India",Air India,Bombay - Dubai,Boeing B-747-237B,213,213,0
01-06-1978,"Marion, Illinois",Aviation Charter - Air Taxi,"Greenville, KY - Marion, IL",Cessna 337G,2,2,0
01/24/1978,"Dubois, Pennsylvania",Henry Webber Air - Air Taxi,"Dubois, PA - Lancaster, PA",Aerostar 601P,2,2,0
01/27/1978,"Near San Vincente, Colombia",SADELCA,Neiva - San Vincente,Douglas DC-3,14,14,0
01/31/1978,"Eirunepe, Brazil",TABA,,Embraer 110P Bandeirante,14,2,0
02-10-1978,"Near Artigas, Uruguay",Military - Uruguayan Air Force,Artigas - Montevideo,Douglas C-47A-DL,44,44,0
02-10-1978,"Richland, Washington",Columbia PacifiAirlines,"Richland, WA - Seattle, WA",Beechcraft 99,17,17,0
02-11-1978,"Cranbrook, British Columbia, Canada",PacifiWestern Airlines,Calgary - Cranbrook,Boeing B-737-275,49,42,0
02/18/1978,"Genoa Peak, Nevada",Chartair - Air Taxi,"Los Angeles, CA - Lake Tahoe, CA",Beechcraft 58,4,4,0
02/27/1978,"Merrill Pass, Alaska",Yute Air Alaska - Air Taxi,"Dillingham, AK - Anchorage, AK",Evangel 4500,3,3,0
02/28/1978,"Solvang, California",Security Air,"Visalia, CA - Santa Barbara, CA - Santa Maria, CA",Aero Commander 500A,7,7,0
03-01-1978,"LAX, Los Angeles, California",Continental Airlines,Los Angeles - Honolulu,McDonnell Douglas DC-10-10,200,2,0
03-01-1978,"Agana, Guam",Island Air,"Agana, Guam - Rota, TT",Cessna 337F,6,2,0
03-02-1978,"Kano, Nigeria",Nigeria Airways,,Fokker F-28 Fellowship 1000 / MiG-21,18,18,0
03-03-1978,"Off Caracas, Venezuela",LAV - Linea Aeropostal Venezolana,Caracas - Cumana,British Aerospace 748 2A,47,47,0
03-07-1978,"Laurel, Mississippi",Hesler Noble - Air Taxi,"Jackson, MS - Laurel, MS",Cessna 310I,2,2,0
03/14/1978,"Whitelake, Michigan",Wyman Pilot Service - Air Taxi,"Flint, MI - Whitelake, MI",Beechcraft D18,2,2,0
03/16/1978,"Vrastsa, Bulgaria",Balkan Bulgarian Airlines,Sofia - Warszawa,Tupolev TU-134,73,73,0
03/22/1978,"Near Riverside, California",Lake Havasu Air,"Santa Ana, CA - Lake Havasu, AZ",Cessna T207A,6,6,0
03/25/1978,"Okaraba, Burma",Burma Airways,Yangon - Myitkyina,Fokker F-27 Friendship 200,48,48,0
03/26/1978,"Volta Redonda, Rio de Janeiro, Brazil",Aero Clube de Volta Redonda,Local tour,Piper Cherokee Arrow  PA-28,4,4,0
04-04-1978,"Off Galveston, Texas",Air Logistics,,Bell 212,6,3,0
04-05-1978,"St. Thomas, Virgin Islands",Antilles Air,"St. John, VI - St. Croix, VI",Grumman G-21,9,2,0
04/20/1978,"Near Murmansk, Russia",Korean Airlines,Paris - Seoul,Boeing B-707-321B,109,2,0
04/23/1978,"Arlington, Indiana",Air Taxi,"Trenton, NJ - Indianappolis, IN",Piper PA-31,9,9,0
04/27/1978,"Upolu, West Samoa",South PacifiIsland Airways,"Pago Pago, American Samoa - Apia, Western Samoa",Cessna 402B,10,10,0
04/29/1978,"Bogota, Colombia",LAC Colombia,Bogota - Barranquilla,Douglas C-118A,12,8,0
09/13/1978,"Whittier, AK",Alaska Travel,"Anchorage, AK - Whittier, AK",de Havilland DHC-2,6,6,0
05-08-1978,"Pensacola, Florida",National Airlines,"Miami, FL - Pensacola, FL - Mobile, AL",Boeing B-727-235,58,3,0
05/18/1978,"Kouchi, Japan",Military - Japan Maritime Self Defense Force,,PS-1 amphibious ASW,13,13,0
05/19/1978,"Pochinok, Russia",Aeroflot,Baku - Leningrad,Tupolev TU-154B,134,4,0
06/23/1978,"Saint John's, Newfoundland",Gander Aviation,Survey,Beech Queen Air A80,10,10,0
06/26/1978,"Toronto, Canada",Air Canada,Toronto - Winnipeg,McDonnell Douglas DC-9-32,107,2,0
06/26/1978,"Off Bergen, Norway",Helikopter Service,Bergen - Stratjford-A,Sikorsky S-61N,18,18,0
07/24/1978,"Near Nairobi, Kenya",Amphibians,Samburu - Nairobi,Britten Norman BN-2A Trislander Mk.III-2,11,5,0
08/14/1978,"Sogamoso, Bolivia",Aeropeca,,Curtiss C-46,18,18,0
08/25/1978,"Laboucher Bay, Alaska",Webber Air - Air Taxi,"Laboucher, AK - Ketchican, AK",Grumman G-21 Goose,12,12,0
08/25/1978,"Raton, New Mexico",Air Taxi,"Kansas City, MO - Raton, NM",Mitsubishi MU-2J,6,6,0
08/26/1978,"Papun, Burma",Burma Airways,,de Havilland Canada DHC-6 Twin Otter 300,14,14,0
08/30/1978,"Las Vegas, Nevada",Las Vegas Airlines,"Las Vegas, NV - Santa Ana, CA",Piper PA-31-350 Chieftain,10,10,0
09-02-1978,AtlantiOcean,Antillies Air - Air Taxi,"St. Croix, VI - St. Thomas, VI",Grumman G-21A,11,4,0
09-03-1978,"Coal Harbour, BC, Canada",AirWest Airlines,Victoria harbor - Victoria Harbor Water Aerodome,de havilland Canada Twin Otter 200,13,11,0
09-03-1978,"Conakry, Guinea",Air Guinee,,Ilyushin IL-18,17,15,0
09-03-1978,"Near Kariba, Rhodesia (Zimbabwe)",Air Rhodesia,Kariba - Salisbury,Vickers Viscount 782D,56,38,0
09-09-1978,"Savoy, Illinois",Air Taxi,"Savoy, IL - Cleveland, OH",Piper PA-31,6,6,0
09-09-1978,"Near Mexico City, Mexico",Lineas Areas del Centro,Mexico City - Morelia,de Havilland Canada DHC-6 Twin Otter 100,21,18,0
09-09-1978,"Wrangell, Alaska",Temesco Helicopter - Air Taxi,"Wrangell, AK - Return",Soloy 12EJ3,3,3,0
09/14/1978,"Paranaque, Philippines",Military - Philippine Air Force,Laoag - Paranaque,Fokker F-27 Friendship 200,28,21,12
09/17/1978,AtlantiOcean,Viking Air Service - Air Taxi,"King Salmon, AK - Kodiak, AK",Cessna 411,3,3,0
09/25/1978,"Monroe, Massachusetts",Business Aircraft - Air Taxi,"Bridgeport, CT - Albany, NY",Cessna 310N,3,3,0
09/25/1978,"San Diego, California",PacifiSouthwest Airlines / Private,Los Angeles - San Diego,Boeing B-727-214 / Cessna 172,137,137,7
09/26/1978,"San Juan, Puerto Rico",Francisco Cruz,"Borinquen, PR - San Juan, PR",Beech D18AS,6,6,0
10-03-1978,"Near Kuopio, Finland",Military - Finish Air Force,Kuopio - Helsinki,Douglas C-47A-1-DK,15,15,0
10-03-1978,"Near Mandalay, Myanmar",Burma Airways,,Fokker F-27 Friendship 600,44,2,0
10-07-1978,"Sverdlovsk, Russia",Aeroflot,,Yakovlev YAK-40,38,38,0
10-08-1978,"Kenai, Alaska",Era Helicopter - Air Taxi,"Kenai, AK - Return",Bell 205-1,7,2,0
10/22/1978,"Off Bellona, Solomon Islands",Solomon Islands Airlines,,Britten Norman BN-2A Trislander,11,11,0
10/23/1978,"Gulf of Sivash, USSR",Aeroflot,,Antonov AN-24B,26,26,0
10/24/1978,"Torreon, New Mexico",Don Zimmerman - Air Taxi,"Oberlin, KS - Phoenix, NM",Beechcraft 65-80,4,4,0
10/31/1978,"Belém, Brazil",Taxi Aéreo Kovacs,,Cessna 402,9,9,0
11-05-1978,"Off Alexandria, Egypt",Nile Delta Air Services,,Douglas DC-3,18,18,0
11/13/1978,"Lubbox, Texas",Astrd Wing Aviaiton - Air Taxi,"Dallas, TX - Lubbox, TX",Cessna 310J,2,2,0
11/15/1978,"Near Katunayake, Sri Lanka",Loftleidir IcelandiAirlines,Jeddah - Colombo,McDonnell Douglas DC-8-Super 63CF,262,183,0
11/16/1978,"Hays, Kansas",Festus Flying Service - Air Taxi,"Wichita, KS - Hays, KS",Beechcraft G18S,2,2,0
11/18/1978,"Off Marie Galante Island, West Indies",Air Guadeloupe,,de Havilland Canada DHC-6 Twin Otter 300,20,15,0
11/19/1978,"Near Leh, India",Military - Indian Air Force,Chandigarh - Leh,Antonov An-12,77,77,1
11/21/1978,"Near Rubio, Venezuela",Taxi Aereo el Venado,Cucuta - Arauca,Douglas C-47A,27,27,0
11/25/1978,"Hydaburg, Alaska",Tyee Airlines - Air Taxi,"Ketchikan, AK - Hydaburg, AK",de Havilland DHC-2,5,5,0
11/28/1978,"Hartford, Connecticut",Corporate Air - Air Taxi,"Hartford, CT - Newburg, NY",Aerostar 601P,3,3,0
12-04-1978,"Near Steamboat Springs, Coloado",Rocky Mountain Airways,Steamboat Springs - Denver,de Havilland Canada DHC-6 Twin Otter 300,22,2,0
12/16/1978,"Selvapiana, Italy",Air 70,,Cessna 421 Golden Eagle,10,10,0
12/17/1978,"Hyderabad, India",Indian Airlines,,Boeing B-737-2A8,132,1,3
12/19/1978,"Morton, Illinois",Galesburg Aviation - Air Taxi,"Terra Haute, IN - Moline, IN",Cessna 210L,2,2,0
12/21/1978,"Chevak, Alaska",Chugiak Aviation - Air Taxi,"St. Marys, AK - Chevak, AK",Cessna 207,7,2,0
12/23/1978,"Near Cinisi, Sicily, Italy",Alitalia,Rome - Palermo,McDonnell Douglas DC-9-32,129,108,0
12/26/1978,"Turks & Caicos Islands, Caribbean",Haïti Air Inter,,Britten Norman BN-2A Islander,10,10,0
12/28/1978,"Portland, Oregon",United Air Lines,Denver - Portland,McDonnell Douglas DC-8-61,189,10,0
01-11-1979,"Templeton, Massachusetts",Nash and Tampo - Air Taxi,"Concord, MA - White Plains, NY",Piper PA-31,5,5,0
01/15/1979,"Minsk, Russia",Aeroflot,,Antonov AN-24N,13,13,0
01/18/1979,"Near Belgorod, Russia",Aeroflot,Training,Let 410M,3,3,0
01/19/1979,"Grand Rapids, Michigan",L.J. Simmons - Air Taxi,"Lansing, MI - Marquette, MI",Aerostar 601,6,4,0
01/24/1979,"Bechar, Algeria",Air Algerie,,Nord 262A-44,23,14,0
01/27/1979,"Rodez, France",Air Rouergue,,Fokker F-27 Friendship 500,6,5,0
02-05-1979,"Trebinje, Bosnia Herzegovina",Aeropol,,Antonov 2PF,3,3,0
02-08-1979,"Near Agudos, Brazil",TAM Lineas Aéreas Regional,Bauru - Sao Paulo,Embraer 110C Bandeirante,18,18,0
02-12-1979,"Clarksburg, West Virginia",Allegheny Airlines,Clarksburg - Washington DC,Nord 262,25,2,0
02-12-1979,"Near Kariba, Rhodesia",Air Rhodesia,Kariba - Salisbury,Vickers Viscount 748D,59,59,0
02/17/1979,"Manakau Harbor, New Zealand",Air New Zealand,Gisborne - Auckland,Fokker F-27 Friendship 500,4,2,0
02/19/1979,"Barentu, Ethiopia",Ethiopian Airlines,,Douglas DC-3,5,5,0
02/26/1979,"Near Moanda, Gabon",Air Gabon,,Douglas DC-6B,3,3,0
02/26/1979,"Greensville, Mississippi",Air Service - Air Taxi,"Greenville, MS - Charlotte, NC",Beech 58,3,3,0
03-01-1979,"Gulfport, Mississippi",Universal Airways,"Houston, TX - Gulfport, MS - New Orleans, LA",Beech BE-70,8,8,0
03-02-1979,"Galesburg, Illinois",Agee Flying Service - Air Taxi,"Lebanon, TN - Galesburg, IL",Cessna 310B,4,4,0
03-06-1979,"Near Probolinggo, Indonesia",Garuda Indonesia Airlines,Denpasar - Surabaya,Fokker F-28 Fellowship 1000,4,4,0
03-10-1979,"Off Marina del Rey, California",Swift Aire Lines Inc.,New York - Santa Monica,Aerospatiale Nord 262A-33,7,3,0
03/14/1979,"Near Doha Airport, Qatar",Alia Royal Jordanian Airlines,Amman - Doha,Boeing B-727-2D3,64,45,0
03/14/1979,"Bejing, China",CAAC,,Hawker Siddeley Trident 2E,12,12,32
03/17/1979,"Near Moscow, Russia",Aeroflot,Moscow - Odessa,Tupolev TU-104B,106,86,0
03/20/1979,"Chardzhow, Russia",Aeroflot,,Yakovlev YAK-40,29,29,0
03/22/1979,"Liepaya, Latvia",Aeroflot,Gorkiy - Liepaya,Tupolev 134A,5,4,0
03/22/1979,"Nightmute, Alaska",Village Aviation - Air Taxi,"Bethel, AK - Tooksook, Alaska",Cessna U206,7,2,0
03/26/1979,"Luanda, Angola",Interflug,,Ilyushin IL-18D,10,10,0
03/29/1979,"Ste. Foy, PQ, Canada",Quebecair,Quebe- Montreal,Fairchild F-27,24,17,0
04-12-1979,"Carrizozo, New Mexico",SW Air Rangers - Air Taxi,"Carrizozo, NM - Albuquerque, NM",Piper PA-32RT-300,3,3,0
04/14/1979,"Off Avalon, California",Catalina Airlines,"San Pedro, CA - Catalina, CA",Grumman G-21 Goose,11,1,0
04/18/1979,"Newark, New Jersey",New York Airways,"Newark, NJ - Flushing, NY",Sikorsky S61-L,18,3,0
04/23/1979,"Near Cuenca, Ecuador",SAETA,Quito - Cuenca,Vickers Viscount 785D,57,57,0
04/25/1979,"Baykity, Russia",Aeroflot,,Antonov AN-26,4,4,0
05/25/1979,"Chicago O'Hare, Illinois",American Airlines,"Chicago, IL- Los Angeles, CA",McDonnell Douglas DC-10-10,271,271,2
01/14/1980,"Shungnak, Alaska",Ambler Air Service,"Ambler, AK - Kobuk, AK",Cessna 185,9,7,0
05/25/1979,"Bullen Point, Alaska",Sea Airmotive,Bullen Point - Deadhorse,de Havilland Canada DHC-4A Caribou,3,3,0
05/27/1979,"Off Dakar, Senegal",Military - Mauritanian Air Force,Bouceif - Dakar,de Havilland Canada DHC-5D Buffalo,12,12,0
05/30/1979,"Rockland, Maine",Downeast Airlines,Boston - Rockland,de Havilland DHC-6-200,18,17,0
06-07-1979,"Near Leh, India",Military - Indian Air Force,,Hindustan Aeronautics 748-2M,27,27,0
06-09-1979,"Chicago, Illinois",Skystream Airlines,Positioning,Beechcraft 99,2,2,0
06/17/1979,"Hyannis, Massachusetts",Air New England,"New York, NY - Hyannis, MA",de Havilland Canada DHC-6 Twin Otter 300,10,1,0
07-11-1979,"Near Medan Airfield, Indonesia",Garuda Indonesia Airlines,Talang Betutu - Medan,Fokker F-28 Fellowship 1000,61,61,0
07-12-1979,"Anchorage, Alaska",Soldotna Air Services,"Anchorage, AK - Kenai, AK",Cessna 402B,7,7,0
07-12-1979,"Bua, Fiji",Fiji Air Services,Suva-Nausori - Bua-Dama,Britten Norman BN-2A Trislander,9,9,0
07/20/1979,"Off Honolulu, Hawaii",Trans National Airlines,Positiioning - San Jose - Honolulu,Douglas C-47B,3,3,0
07/23/1979,"Beirut, Lebanon",Trans Mediterranean Airways,Training,Boeing 707-327C,6,6,0
07/24/1979,"St. Croix, Virgin Islands",Prinair,St. Croix - St. Kitts,de Havilland DH-114 Heron,21,8,0
07/31/1979,"Off Sumburgh, Shetlands, England",Dan Air Services,,Hawker Siddeley HS-748-1,47,17,0
08-02-1979,"Canton, Ohio",Private,,Cessna  501 Citation,3,1,0
08-03-1979,"Leningrad, USSR",Aeroflot,,LET 410M turbojet,14,14,0
